"metabolite","super_pathway","sub_pathway","fluid","platform_name","platform_unit","retention_index","CAS","PubChem","ChEBI"
"phenylpyruvate","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2517.6","156-06-9","997","CHEBI:30851"
"phosphate","Energy","Oxidative Phosphorylation","plasma","Metabolon HD4 [nt-ms]","normalized counts","576","7664-38-2","1004","CHEBI:26078"
"phosphoethanolamine","Lipids","Phospholipid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","700","1071-23-4","1015","CHEBI:17553"
"phytanate","Xenobiotics","Food Component/Plant","plasma","Metabolon HD4 [nt-ms]","normalized counts","5908","14721-66-5","26840","CHEBI:16285"
"pipecolate","Amino Acids","Lysine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2200","4043-87-2","849","CHEBI:17964"
"piperine","Xenobiotics","Food Component/Plant","plasma","Metabolon HD4 [nt-ms]","normalized counts","1168","94-62-2","638024","CHEBI:28821"
"pregn steroid monosulfate*","Lipids","Steroid","plasma","Metabolon HD4 [nt-ms]","normalized counts","5000","1247-64-9","44322229, 21155376","CHEBI:166778, CHEBI:178080"
"pregnanediol-3-glucuronide","Lipids","Steroid","plasma","Metabolon HD4 [nt-ms]","normalized counts","5145","1852-49-9","123796","CHEBI:88765"
"pregnanolone/allopregnanolone sulfate","Lipids","Steroid","plasma","Metabolon HD4 [nt-ms]","normalized counts","5160",NA,"44322229, 21155376","CHEBI:166778, CHEBI:178080"
"pregnen-diol disulfate*","Lipids","Steroid","plasma","Metabolon HD4 [nt-ms]","normalized counts","3868",NA,"","CHEBI:132994"
"pregnenolone sulfate","Lipids","Steroid","plasma","Metabolon HD4 [nt-ms]","normalized counts","5100","1247-64-9","105074","CHEBI:35420"
"pristanate","Lipids","Fatty Acid, Branched","plasma","Metabolon HD4 [nt-ms]","normalized counts","5773","1189-37-3","123929","CHEBI:51340"
"pro-hydroxy-pro","Amino Acids","Urea cycle; Arginine and Proline Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2128","18684-24-7","11902892","CHEBI:74767"
"proline","Amino Acids","Urea cycle; Arginine and Proline Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1603","147-85-3","614","CHEBI:26271"
"prolylglycine","Peptides","Dipeptide","plasma","Metabolon HD4 [nt-ms]","normalized counts","2136","2578-57-6","6426709","CHEBI:61695"
"propionylcarnitine","Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","plasma","Metabolon HD4 [nt-ms]","normalized counts","2590","17298-37-2","","CHEBI:28867"
"propionylglycine","Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","plasma","Metabolon HD4 [nt-ms]","normalized counts","960","21709-90-0","98681","CHEBI:89836"
"propyl 4-hydroxybenzoate sulfate","Xenobiotics","Benzoate Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","3971","162338-10-5","","CHEBI:133706"
"pseudouridine","Nucleotides","Pyrimidine Metabolism, Uracil containing","plasma","Metabolon HD4 [nt-ms]","normalized counts","1100","1445-07-4","15047","CHEBI:17802"
"pyridoxate","Cofactors and Vitamins","Vitamin B6 Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2185","82-82-6","6723","CHEBI:17405"
"pyroglutamine*","Amino Acids","Glutamate Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1900","2353-44-8","134508","CHEBI:133469"
"pyrraline","Xenobiotics","Food Component/Plant","plasma","Metabolon HD4 [nt-ms]","normalized counts","2304","74509-14-1","","CHEBI:59973"
"pyruvate","Carbohydrates","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","732.4","127-17-3","1060","CHEBI:32816"
"quinate","Xenobiotics","Food Component/Plant","plasma","Metabolon HD4 [nt-ms]","normalized counts","2432.9","77-95-2","","CHEBI:26493"
"quinolinate","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","845","89-00-9","1066","CHEBI:16675"
"retinol (Vitamin A)","Cofactors and Vitamins","Vitamin A Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1636","68-26-8","445354","CHEBI:17336"
"ribitol","Carbohydrates","Pentose Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1789.6","488-81-3","","CHEBI:15963"
"riboflavin (Vitamin B2)","Cofactors and Vitamins","Riboflavin Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2292","83-88-5","493570","CHEBI:17015"
"ribonate","Carbohydrates","Pentose Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2425","1255190","","CHEBI:33511"
"S-1-pyrroline-5-carboxylate","Amino Acids","Glutamate Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1528","2906-39-0","","CHEBI:1372"
"S-adenosylhomocysteine (SAH)","Amino Acids","Methionine, Cysteine, SAM and Taurine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1832.4","979-92-0","439155","CHEBI:16680"
"S-allylcysteine","Xenobiotics","Food Component/Plant","plasma","Metabolon HD4 [nt-ms]","normalized counts","2690","21593-77-1","","CHEBI:74077"
"S-methylcysteine","Amino Acids","Methionine, Cysteine, SAM and Taurine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","880","1187-84-4","","CHEBI:45658"
"S-methylmethionine","Amino Acids","Methionine, Cysteine, SAM and Taurine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2584","582174","","CHEBI:67050"
"sarcosine (N-Methylglycine)","Amino Acids","Glycine, Serine and Threonine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1280","107-97-1","1088","CHEBI:15611"
"sebacate (decanedioate)","Lipids","Fatty Acid, Dicarboxylate","plasma","Metabolon HD4 [nt-ms]","normalized counts","1788","111-20-6","5192","CHEBI:41865"
"serine","Amino Acids","Glycine, Serine and Threonine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1239","56-45-1","","CHEBI:17822"
"serotonin","Amino Acids","Tryptophan Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2550","153-98-0","5202","CHEBI:28790"
"solanidine","Xenobiotics","Food Component/Plant","plasma","Metabolon HD4 [nt-ms]","normalized counts","1010","80-78-4","65727","CHEBI:28374"
"spermidine","Amino Acids","Polyamine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","3355","124-20-9","1102","CHEBI:16610"
"sphinganine","Lipids","Sphingolipid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1413","3102-56-5","91486","CHEBI:16566, CHEBI:167873"
"sphinganine-1-phosphate","Lipids","Sphingolipid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1911","19794-97-9","644260","CHEBI:16893"
"sphingosine","Lipids","Sphingolipid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1393","123-78-4","5280335","CHEBI:16393"
"sphingosine 1-phosphate","Lipids","Sphingolipid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1850","26993-30-6","5283560","CHEBI:37550"
"stachydrine","Xenobiotics","Food Component/Plant","plasma","Metabolon HD4 [nt-ms]","normalized counts","1440","4136-37-2","115244","CHEBI:35280, CHEBI:134398"
"stearoylcarnitine","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Metabolon HD4 [nt-ms]","normalized counts","1485","18822-91-8","","CHEBI:73074"
"suberate (octanedioate)","Lipids","Fatty Acid, Dicarboxylate","plasma","Metabolon HD4 [nt-ms]","normalized counts","2577.6","505-48-6","10457","CHEBI:9300"
"suberoyl carnitine","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Metabolon HD4 [nt-ms]","normalized counts","2964",NA,"71464531","CHEBI:73052, CHEBI:165630"
"succinate","Energy","TCA Cycle","plasma","Metabolon HD4 [nt-ms]","normalized counts","3149","110-15-6","1738118","CHEBI:15741"
"succinylcarnitine","Energy","TCA Cycle","plasma","Metabolon HD4 [nt-ms]","normalized counts","2291",NA,"71464481","CHEBI:73034"
"sucrose","Carbohydrates","Disaccharides and Oligosaccharides","plasma","Metabolon HD4 [nt-ms]","normalized counts","3092","57-50-1","5988","CHEBI:17992"
"sulfate*","Xenobiotics","Chemical","plasma","Metabolon HD4 [nt-ms]","normalized counts","616","14808-79-8","1117","CHEBI:26836"
"tartarate","Xenobiotics","Food Component/Plant","plasma","Metabolon HD4 [nt-ms]","normalized counts","615.29999999999995","87-69-4;6106-24-7","","CHEBI:26849"
"tartronate (hydroxymalonate)","Xenobiotics","Bacterial/Fungal","plasma","Metabolon HD4 [nt-ms]","normalized counts","610","80-69-3","45","CHEBI:16513"
"taurine","Amino Acids","Methionine, Cysteine, SAM and Taurine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","660","107-35-7","1123","CHEBI:15891"
"tauro-beta-muricholate","Lipids","Primary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","4774","25696-60-0","","CHEBI:133057"
"taurochenodeoxycholate","Lipids","Primary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","5250","6009-98-9","387316","CHEBI:16525"
"taurocholate","Lipids","Primary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","5150","145-42-6","6675","CHEBI:28865"
"taurocholenate sulfate","Lipids","Secondary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","4750",NA,"","CHEBI:166739"
"taurodeoxycholate","Lipids","Secondary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","5257.4","207737-97-1","2733768","CHEBI:9410"
"taurolithocholate","Lipids","Secondary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","5345","516-90-5","439763","CHEBI:36259"
"taurolithocholate 3-sulfate","Lipids","Secondary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","5026.7","64936-83-0","440071","CHEBI:17864"
"tauroursodeoxycholate","Lipids","Secondary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","5025","14605-22-2","","CHEBI:80774"
"tetradecanedioate","Lipids","Fatty Acid, Dicarboxylate","plasma","Metabolon HD4 [nt-ms]","normalized counts","4000","821-38-5","13185","CHEBI:76308"
"theobromine","Xenobiotics","Xanthine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1600","83-67-0","5429","CHEBI:28946"
"theophylline","Xenobiotics","Xanthine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2356.9","58-55-9","2153","CHEBI:28177"
"threonate","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2384","70753-61-6","","CHEBI:26984"
"threonine","Amino Acids","Glycine, Serine and Threonine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1514","72-19-5","","CHEBI:26986"
"thymine","Nucleotides","Pyrimidine Metabolism, Thymine containing","plasma","Metabolon HD4 [nt-ms]","normalized counts","1654","65-71-4","1135","CHEBI:17821"
"thymol sulfate","Xenobiotics","Food Component/Plant","plasma","Metabolon HD4 [nt-ms]","normalized counts","4410","89-83-8","12456386","CHEBI:82911"
"thyroxine","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","4808","51-48-9","","CHEBI:30660"
"tigloylglycine","Amino Acids","Leucine, Isoleucine and Valine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1926","35842-45-6","6441567","CHEBI:73018"
"tiglylcarnitine","Amino Acids","Leucine, Isoleucine and Valine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2962","64191-86-2","","CHEBI:71179"
"trans-4-hydroxyproline","Amino Acids","Urea cycle; Arginine and Proline Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1064","51-35-4","5810","CHEBI:18095, CHEBI:27992"
"trans-urocanate","Amino Acids","Histidine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2285","104-98-3","736715","CHEBI:30817"
"trigonelline (N'-methylnicotinate)","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1388","535-83-1","5570","CHEBI:18123"
"trimethylamine N-oxide","Lipids","Phospholipid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2100","1184-78-7","1145","CHEBI:15724"
"tryptophan","Amino Acids","Tryptophan Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2986","73-22-3","1148","CHEBI:27897"
"tryptophan betaine","Amino Acids","Tryptophan Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2673","20671-76-5","","CHEBI:181719"
"tyramine O-sulfate","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1565","30223-92-8","153005","CHEBI:125571, CHEBI:133530"
"tyrosine","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2430","60-18-4","1153","CHEBI:18186"
"umbelliferone sulfate","Xenobiotics","Food Component/Plant","plasma","Metabolon HD4 [nt-ms]","normalized counts","2442.8000000000002","69526-88-1","129659","CHEBI:133565"
"urate","Nucleotides","Purine Metabolism, (Hypo)Xanthine/Inosine containing","plasma","Metabolon HD4 [nt-ms]","normalized counts","757.1","69-93-2;120K5305","","CHEBI:27226"
"urea","Amino Acids","Urea cycle; Arginine and Proline Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","700","57-13-6","1176","CHEBI:16199"
"uridine","Nucleotides","Pyrimidine Metabolism, Uracil containing","plasma","Metabolon HD4 [nt-ms]","normalized counts","1457.6","58-96-8","6029","CHEBI:16704"
"ursodeoxycholate","Lipids","Secondary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","5055","128-13-2","31401","CHEBI:9907"
"valine","Amino Acids","Leucine, Isoleucine and Valine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","909.4","72-18-4","1182","CHEBI:27266"
"vanillic alcohol sulfate","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1808","754920-02-0","","CHEBI:133583"
"vanillylmandelate (VMA)","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","941","55-10-7","","CHEBI:20106"
"xanthine","Nucleotides","Purine Metabolism, (Hypo)Xanthine/Inosine containing","plasma","Metabolon HD4 [nt-ms]","normalized counts","910","69-89-6","","CHEBI:15318"
"xanthosine","Nucleotides","Purine Metabolism, (Hypo)Xanthine/Inosine containing","plasma","Metabolon HD4 [nt-ms]","normalized counts","1275","146-80-5","64959","CHEBI:18107"
"xanthurenate","Amino Acids","Tryptophan Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2236","59-007","5699","CHEBI:10072"
"xylose","Carbohydrates","Pentose Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1727","609-06-3","","CHEBI:18222"
"arginine","Amino Acids","Urea cycle; Arginine and Proline Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"232","CHEBI:29016"
"C0 (carnitine)","Lipids","Carnitine Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"288","CHEBI:17126"
"C10 (decanoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"11953821","CHEBI:91288, CHEBI:68830"
"C10:1 (decenoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:86063"
"C12 (dodecanoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:73054"
"C12:1 (dodecenoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:86065"
"C14 (tetradecanoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"6426854","CHEBI:73061"
"C14:1 (tetradecenoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:86066"
"C14:1-OH (hydroxytetradecenoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"123132011, 134160338","CHEBI:86067, CHEBI:165597, CHEBI:131886, CHEBI:140730"
"C14:2 (tetradecadienylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:86069"
"C16 (hexadecanoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"461","CHEBI:137649, CHEBI:73067"
"C16-OH (hydroxyhexadecanoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:86030"
"C16:1-OH (hexadecenoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"134160340, 53477803","CHEBI:140731, CHEBI:131887, CHEBI:86033"
"C16:2 (hexadecadienylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:86035"
"C16:2-OH (hydroxyhexadecadienylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:86036, CHEBI:140689"
"C18 (octadecanoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:131521, CHEBI:73074"
"C18:1 (octadecenoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:86475"
"C18:2 (octadecadienylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:86480"
"C2 (acetylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"1","CHEBI:73024"
"C3 (propionylcarnitine)","Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:28867"
"C4 (butyrylcarnitine)","Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"213144","CHEBI:86490"
"C4:1-DC (fumarylcarnitine) and C6 (hexanoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:70749, CHEBI:87264"
"C5 (valerylcarnitine)","Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:86492"
"C5:1-DC (glutaconylcarnitine)","Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"53481699","CHEBI:86081, CHEBI:74303"
"C5:1( tiglylcarnitine)","Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"71306333","CHEBI:71179, CHEBI:71180"
"C6-OH (glutarylcarnitine) and C5-DC (hydroxyhexanoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"71464488","CHEBI:88772, CHEBI:73040"
"C7-DC (pimelylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"86583357, 71464499","CHEBI:86084, CHEBI:84100, CHEBI:73049, CHEBI:165629"
"C8 (octanoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"71464489","CHEBI:73039, CHEBI:73042"
"C8:1 (octenoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:86052"
"glutamine","Amino Acids","Glutamate Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:28300"
"glycine","Amino Acids","Glycine, Serine and Threonine Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"750","CHEBI:15428"
"H1 (hexose)","Carbohydrates","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:18133"
"histidine","Amino Acids","Histidine Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"773","CHEBI:27570"
"leucine or isoleucine","Amino Acids","Leucine, Isoleucine and Valine Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"9475, 564, 193411","CHEBI:25017, CHEBI:36405, CHEBI:72770, CHEBI:16586, CHEBI:72772, CHEBI:38264"
"lysoPC a C14:0","Lipids","Lysolipid","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64483, CHEBI:134299"
"lysoPC a C16:0","Lipids","Lysolipid","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:134277, CHEBI:64563"
"lysoPC a C16:1","Lipids","Lysolipid","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:137591, CHEBI:132555, CHEBI:134300, CHEBI:64560"
"lysoPC a C17:0","Lipids","Lysolipid","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:72737, CHEBI:78228"
"lysoPC a C18:0","Lipids","Lysolipid","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:78652, CHEBI:64561"
"lysoPC a C18:2","Lipids","Lysolipid","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:137854, CHEBI:64549"
"lysoPC a C20:3","Lipids","Lysolipid","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64481"
"lysoPC a C20:4","Lipids","Lysolipid","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64568"
"methionine","Amino Acids","Methionine, Cysteine, SAM and Taurine Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:16811"
"ornithine","Amino Acids","Urea cycle; Arginine and Proline Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:18257"
"PC aa C28:1","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:137903, CHEBI:65293"
"PC aa C30:0","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:65303, CHEBI:85844"
"PC aa C32:0","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66850, CHEBI:137627"
"PC aa C32:1","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:137628, CHEBI:66849"
"PC aa C32:2","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66848, CHEBI:91320"
"PC aa C32:3","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66847, CHEBI:137629"
"PC aa C34:1","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64517"
"PC aa C34:2","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:85771, CHEBI:64516"
"PC aa C34:3","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64424, CHEBI:137632"
"PC aa C34:4","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64423, CHEBI:137633"
"PC aa C36:0","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:137605, CHEBI:64539, CHEBI:66858, CHEBI:132590"
"PC aa C36:1","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66857"
"PC aa C36:2","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64433"
"PC aa C36:3","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64523"
"PC aa C36:4","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64520"
"PC aa C36:5","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64504, CHEBI:85775"
"PC aa C36:6","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66856, CHEBI:137634"
"PC aa C38:0","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:137610, CHEBI:136132, CHEBI:137901, CHEBI:66861, CHEBI:85772"
"PC aa C38:3","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64446"
"PC aa C38:4","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64526"
"PC aa C38:5","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64525"
"PC aa C38:6","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64519"
"PC aa C40:1","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:137616, CHEBI:137902, CHEBI:66865"
"PC aa C40:2","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66864, CHEBI:146283"
"PC aa C40:3","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66863"
"PC aa C40:4","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66862"
"PC aa C40:5","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64524"
"PC aa C40:6","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64431"
"PC aa C42:0","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66971"
